sex,prof_pos,sectperf,unit,geotime,date,value
T,TOTAL,PNP,PC_ACT_FTE,EE,2009-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EE,2010-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EE,2011-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EE,2012-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EE,2013-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EE,2014-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EE,2015-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EE,2016-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EL,2000-01-01,
T,TOTAL,PNP,PC_ACT_FTE,EL,2001-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EL,2002-01-01,
T,TOTAL,PNP,PC_ACT_FTE,EL,2003-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EL,2004-01-01,
T,TOTAL,PNP,PC_ACT_FTE,EL,2005-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EL,2006-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EL,2007-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EL,2008-01-01,
T,TOTAL,PNP,PC_ACT_FTE,EL,2009-01-01,
T,TOTAL,PNP,PC_ACT_FTE,EL,2010-01-01,
T,TOTAL,PNP,PC_ACT_FTE,EL,2011-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EL,2012-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EL,2013-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EL,2014-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EL,2015-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EL,2016-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,ES,2000-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,ES,2001-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,ES,2002-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,ES,2003-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,ES,2004-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,ES,2005-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,ES,2006-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,ES,2007-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,ES,2008-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,ES,2009-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,ES,2010-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,ES,2011-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,ES,2012-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,ES,2013-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,ES,2014-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,ES,2015-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,ES,2016-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EU28,2000-01-01,
T,TOTAL,PNP,PC_ACT_FTE,EU28,2001-01-01,
T,TOTAL,PNP,PC_ACT_FTE,EU28,2002-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EU28,2003-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EU28,2004-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EU28,2005-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EU28,2006-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EU28,2007-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EU28,2008-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EU28,2009-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EU28,2010-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EU28,2011-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EU28,2012-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EU28,2013-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EU28,2014-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EU28,2015-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EU28,2016-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,FI,2000-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,FI,2001-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,FI,2002-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,FI,2003-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,FI,2004-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,FI,2005-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,FI,2006-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,FI,2007-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,FI,2008-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,FI,2009-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,FI,2010-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,FI,2011-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,FI,2012-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,FI,2013-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,FI,2014-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,FI,2015-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,FI,2016-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,FR,2000-01-01,
T,TOTAL,PNP,PC_ACT_FTE,FR,2001-01-01,
T,TOTAL,PNP,PC_ACT_FTE,FR,2002-01-01,
T,TOTAL,PNP,PC_ACT_FTE,FR,2003-01-01,
T,TOTAL,PNP,PC_ACT_FTE,FR,2004-01-01,
T,TOTAL,PNP,PC_ACT_FTE,FR,2005-01-01,
T,TOTAL,PNP,PC_ACT_FTE,FR,2006-01-01,
T,TOTAL,PNP,PC_ACT_FTE,FR,2007-01-01,
T,TOTAL,PNP,PC_ACT_FTE,FR,2008-01-01,
T,TOTAL,PNP,PC_ACT_FTE,FR,2009-01-01,
T,TOTAL,PNP,PC_ACT_FTE,FR,2010-01-01,
T,TOTAL,PNP,PC_ACT_FTE,FR,2011-01-01,
T,TOTAL,PNP,PC_ACT_FTE,FR,2012-01-01,
T,TOTAL,PNP,PC_ACT_FTE,FR,2013-01-01,
T,TOTAL,PNP,PC_ACT_FTE,FR,2014-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,FR,2015-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,FR,2016-01-01,
T,TOTAL,PNP,PC_ACT_FTE,HR,2000-01-01,
T,TOTAL,PNP,PC_ACT_FTE,HR,2001-01-01,
T,TOTAL,PNP,PC_ACT_FTE,HR,2002-01-01,
T,TOTAL,PNP,PC_ACT_FTE,HR,2003-01-01,
T,TOTAL,PNP,PC_ACT_FTE,HR,2004-01-01,
T,TOTAL,PNP,PC_ACT_FTE,HR,2005-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,HR,2006-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,HR,2007-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,HR,2008-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,HR,2009-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,HR,2010-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,HR,2011-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,HR,2012-01-01,
T,TOTAL,PNP,PC_ACT_FTE,HR,2013-01-01,
T,TOTAL,PNP,PC_ACT_FTE,HR,2014-01-01,
T,TOTAL,PNP,PC_ACT_FTE,HR,2015-01-01,
T,TOTAL,PNP,PC_ACT_FTE,HR,2016-01-01,
T,TOTAL,PNP,PC_ACT_FTE,IS,2000-01-01,
T,TOTAL,PNP,PC_ACT_FTE,IS,2001-01-01,
T,TOTAL,PNP,PC_ACT_FTE,IS,2002-01-01,
T,TOTAL,PNP,PC_ACT_FTE,IS,2003-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,IS,2004-01-01,
T,TOTAL,PNP,PC_ACT_FTE,IS,2005-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,IS,2006-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,IS,2007-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,IS,2008-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,IS,2009-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,IS,2010-01-01,
T,TOTAL,PNP,PC_ACT_FTE,IS,2011-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,IS,2012-01-01,
T,TOTAL,PNP,PC_ACT_FTE,IS,2013-01-01,
T,TOTAL,PNP,PC_ACT_FTE,IS,2014-01-01,
T,TOTAL,PNP,PC_ACT_FTE,IS,2015-01-01,
T,TOTAL,PNP,PC_ACT_FTE,IS,2016-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,IT,2000-01-01,
T,TOTAL,PNP,PC_ACT_FTE,IT,2001-01-01,
T,TOTAL,PNP,PC_ACT_FTE,IT,2002-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,IT,2003-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,IT,2004-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,IT,2005-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,IT,2006-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,IT,2007-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,IT,2008-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,IT,2009-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,IT,2010-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,IT,2011-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,IT,2012-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,IT,2013-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,IT,2014-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,IT,2015-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,IT,2016-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,KR,2000-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,KR,2001-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,KR,2002-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,KR,2003-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,KR,2004-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,KR,2005-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,KR,2006-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,KR,2007-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,KR,2008-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,KR,2009-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,KR,2010-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,KR,2011-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,KR,2012-01-01,
T,TOTAL,PNP,PC_ACT_FTE,KR,2013-01-01,
T,TOTAL,PNP,PC_ACT_FTE,KR,2014-01-01,
T,TOTAL,PNP,PC_ACT_FTE,KR,2015-01-01,
T,TOTAL,PNP,PC_ACT_FTE,KR,2016-01-01,
T,TOTAL,PNP,PC_ACT_FTE,LU,2000-01-01,
T,TOTAL,PNP,PC_ACT_FTE,LU,2001-01-01,
T,TOTAL,PNP,PC_ACT_FTE,LU,2002-01-01,
T,TOTAL,PNP,PC_ACT_FTE,LU,2003-01-01,
T,TOTAL,PNP,PC_ACT_FTE,LU,2004-01-01,
T,TOTAL,PNP,PC_ACT_FTE,LU,2005-01-01,
T,TOTAL,PNP,PC_ACT_FTE,LU,2006-01-01,
T,TOTAL,PNP,PC_ACT_FTE,LU,2007-01-01,
T,TOTAL,PNP,PC_ACT_FTE,LU,2008-01-01,
T,TOTAL,PNP,PC_ACT_FTE,LU,2009-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,LU,2010-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,LU,2011-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,LU,2012-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,LU,2013-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,LU,2014-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,LU,2015-01-01,
T,TOTAL,PNP,PC_ACT_FTE,LU,2016-01-01,
T,TOTAL,PNP,PC_ACT_FTE,LV,2000-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,LV,2001-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,LV,2002-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,LV,2003-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,LV,2004-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,LV,2005-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,LV,2006-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,LV,2007-01-01,
T,TOTAL,PNP,PC_ACT_FTE,LV,2008-01-01,
T,TOTAL,PNP,PC_ACT_FTE,LV,2009-01-01,
T,TOTAL,PNP,PC_ACT_FTE,LV,2010-01-01,
T,TOTAL,PNP,PC_ACT_FTE,LV,2011-01-01,
T,TOTAL,PNP,PC_ACT_FTE,LV,2012-01-01,
T,TOTAL,PNP,PC_ACT_FTE,LV,2013-01-01,
T,TOTAL,PNP,PC_ACT_FTE,LV,2014-01-01,
T,TOTAL,PNP,PC_ACT_FTE,LV,2015-01-01,
T,TOTAL,PNP,PC_ACT_FTE,LV,2016-01-01,
T,TOTAL,PNP,PC_ACT_FTE,MK,2000-01-01,
T,TOTAL,PNP,PC_ACT_FTE,MK,2001-01-01,
T,TOTAL,PNP,PC_ACT_FTE,MK,2002-01-01,
T,TOTAL,PNP,PC_ACT_FTE,MK,2003-01-01,
T,TOTAL,PNP,PC_ACT_FTE,MK,2004-01-01,
T,TOTAL,PNP,PC_ACT_FTE,MK,2005-01-01,
T,TOTAL,PNP,PC_ACT_FTE,MK,2006-01-01,
T,TOTAL,PNP,PC_ACT_FTE,MK,2007-01-01,
T,TOTAL,PNP,PC_ACT_FTE,MK,2008-01-01,
T,TOTAL,PNP,PC_ACT_FTE,MK,2009-01-01,
T,TOTAL,PNP,PC_ACT_FTE,MK,2010-01-01,
T,TOTAL,PNP,PC_ACT_FTE,MK,2011-01-01,
T,TOTAL,PNP,PC_ACT_FTE,MK,2012-01-01,
T,TOTAL,PNP,PC_ACT_FTE,MK,2013-01-01,
T,TOTAL,PNP,PC_ACT_FTE,MK,2014-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,MK,2015-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,MK,2016-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,MT,2000-01-01,
T,TOTAL,PNP,PC_ACT_FTE,MT,2001-01-01,
T,TOTAL,PNP,PC_ACT_FTE,MT,2002-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,MT,2003-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,MT,2004-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,MT,2005-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,MT,2006-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,MT,2007-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,MT,2008-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,MT,2009-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,MT,2010-01-01,
T,TOTAL,PNP,PC_ACT_FTE,MT,2011-01-01,
T,TOTAL,PNP,PC_ACT_FTE,MT,2012-01-01,
T,TOTAL,PNP,PC_ACT_FTE,MT,2013-01-01,
T,TOTAL,PNP,PC_ACT_FTE,MT,2014-01-01,
T,TOTAL,PNP,PC_ACT_FTE,MT,2015-01-01,
T,TOTAL,PNP,PC_ACT_FTE,MT,2016-01-01,
T,TOTAL,PNP,PC_ACT_FTE,NL,2000-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,NL,2001-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,NL,2002-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,NL,2003-01-01,
T,TOTAL,PNP,PC_ACT_FTE,NL,2004-01-01,
T,TOTAL,PNP,PC_ACT_FTE,NL,2005-01-01,
T,TOTAL,PNP,PC_ACT_FTE,NL,2006-01-01,
T,TOTAL,PNP,PC_ACT_FTE,NL,2007-01-01,
T,TOTAL,PNP,PC_ACT_FTE,NL,2008-01-01,
T,TOTAL,PNP,PC_ACT_FTE,NL,2009-01-01,
T,TOTAL,PNP,PC_ACT_FTE,NL,2010-01-01,
T,TOTAL,PNP,PC_ACT_FTE,NL,2011-01-01,
T,TOTAL,PNP,PC_ACT_FTE,NL,2012-01-01,
T,TOTAL,PNP,PC_ACT_FTE,NL,2013-01-01,
T,TOTAL,PNP,PC_ACT_FTE,NL,2014-01-01,
T,TOTAL,PNP,PC_ACT_FTE,NL,2015-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,NL,2016-01-01,
T,TOTAL,PNP,PC_ACT_FTE,PL,2000-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,PL,2001-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,PL,2002-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,PL,2003-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,PL,2004-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,PL,2005-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,PL,2006-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,PL,2007-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,PL,2008-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,PL,2009-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,PL,2010-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,PL,2011-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,PL,2012-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,PL,2013-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,PL,2014-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,PL,2015-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,PL,2016-01-01,
T,TOTAL,PNP,PC_ACT_FTE,PT,2000-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,PT,2001-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,PT,2002-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,PT,2003-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,PT,2004-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,PT,2005-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,PT,2006-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,PT,2007-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,PT,2008-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,PT,2009-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,PT,2010-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,PT,2011-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,PT,2012-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,PT,2013-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,PT,2014-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,PT,2015-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,PT,2016-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,RO,2000-01-01,
T,TOTAL,PNP,PC_ACT_FTE,RO,2001-01-01,
T,TOTAL,PNP,PC_ACT_FTE,RO,2002-01-01,
T,TOTAL,PNP,PC_ACT_FTE,RO,2003-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,RO,2004-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,RO,2005-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,RO,2006-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,RO,2007-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,RO,2008-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,RO,2009-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,RO,2010-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,RO,2011-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,RO,2012-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,RO,2013-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,RO,2014-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,RO,2015-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,RO,2016-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,RU,2000-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,RU,2001-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,RU,2002-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,RU,2003-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,RU,2004-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,RU,2005-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,RU,2006-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,RU,2007-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,RU,2008-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,RU,2009-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,RU,2010-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,RU,2011-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,RU,2012-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,RU,2013-01-01,
T,TOTAL,PNP,PC_ACT_FTE,RU,2014-01-01,
T,TOTAL,PNP,PC_ACT_FTE,RU,2015-01-01,
T,TOTAL,PNP,PC_ACT_FTE,RU,2016-01-01,
T,TOTAL,PNP,PC_ACT_FTE,SE,2000-01-01,
T,TOTAL,PNP,PC_ACT_FTE,SE,2001-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SE,2002-01-01,
T,TOTAL,PNP,PC_ACT_FTE,SE,2003-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SE,2004-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SE,2005-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SE,2006-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SE,2007-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SE,2008-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SE,2009-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SE,2010-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SE,2011-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SE,2012-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SE,2013-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SE,2014-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SE,2015-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SE,2016-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SI,2000-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SI,2001-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SI,2002-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SI,2003-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SI,2004-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SI,2005-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SI,2006-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SI,2007-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SI,2008-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SI,2009-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SI,2010-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SI,2011-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SI,2012-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SI,2013-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SI,2014-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SI,2015-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SI,2016-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SK,2000-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SK,2001-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SK,2002-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SK,2003-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SK,2004-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SK,2005-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SK,2006-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SK,2007-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SK,2008-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SK,2009-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SK,2010-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SK,2011-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SK,2012-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SK,2013-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SK,2014-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SK,2015-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,SK,2016-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,UK,2000-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,UK,2001-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,UK,2002-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,UK,2003-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,UK,2004-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,UK,2005-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,UK,2006-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,UK,2007-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,UK,2008-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,UK,2009-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,UK,2010-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,UK,2011-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,UK,2012-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,UK,2013-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,UK,2014-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,UK,2015-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,UK,2016-01-01,0
T,TOTAL,TOTAL,PC_ACT_FTE,AT,2000-01-01,
T,TOTAL,TOTAL,PC_ACT_FTE,AT,2001-01-01,
T,TOTAL,TOTAL,PC_ACT_FTE,AT,2002-01-01,1
T,TOTAL,TOTAL,PC_ACT_FTE,AT,2003-01-01,
T,TOTAL,TOTAL,PC_ACT_FTE,AT,2004-01-01,1
T,TOTAL,TOTAL,PC_ACT_FTE,AT,2005-01-01,1
T,TOTAL,TOTAL,PC_ACT_FTE,AT,2006-01-01,1
T,TOTAL,TOTAL,PC_ACT_FTE,AT,2007-01-01,1
T,TOTAL,TOTAL,PC_ACT_FTE,AT,2008-01-01,1
T,TOTAL,TOTAL,PC_ACT_FTE,AT,2009-01-01,1
T,TOTAL,TOTAL,PC_ACT_FTE,AT,2010-01-01,1
T,TOTAL,TOTAL,PC_ACT_FTE,AT,2011-01-01,1
T,TOTAL,TOTAL,PC_ACT_FTE,AT,2012-01-01,1
T,TOTAL,TOTAL,PC_ACT_FTE,AT,2013-01-01,1
T,TOTAL,TOTAL,PC_ACT_FTE,AT,2014-01-01,1
T,TOTAL,TOTAL,PC_ACT_FTE,AT,2015-01-01,1
T,TOTAL,TOTAL,PC_ACT_FTE,AT,2016-01-01,1
T,TOTAL,TOTAL,PC_ACT_FTE,BE,2000-01-01,1
T,TOTAL,TOTAL,PC_ACT_FTE,BE,2001-01-01,1
